eventID,occurrenceID,scientificName,scientificNameID,scientificNameAuthorship,taxonomicStatus,taxonRank,vernacularName,individualCount,kingdom,phylum,class,order,family,genus,specificEpithet,dateIdentified,identifiedBy,basisOfRecord,occurrenceStatus,lifeStage
IYS2022-002-045,IYS2022-002-045-5A2-0001,Aurelia aurita,urn:lsid:marinespecies.org:taxname:135306,"(Linnaeus, 1758)",accepted,Species,Moon Jellyfish,,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,aurita,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-5A2-0002,Aurelia aurita,urn:lsid:marinespecies.org:taxname:135306,"(Linnaeus, 1758)",accepted,Species,Moon Jellyfish,,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,aurita,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-5A2-0003,Aurelia aurita,urn:lsid:marinespecies.org:taxname:135306,"(Linnaeus, 1758)",accepted,Species,Moon Jellyfish,,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,aurita,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-5A2-0004,Aurelia aurita,urn:lsid:marinespecies.org:taxname:135306,"(Linnaeus, 1758)",accepted,Species,Moon Jellyfish,,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,aurita,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-5A2-0005,Aurelia aurita,urn:lsid:marinespecies.org:taxname:135306,"(Linnaeus, 1758)",accepted,Species,Moon Jellyfish,,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,aurita,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-5A2-0006,Aurelia aurita,urn:lsid:marinespecies.org:taxname:135306,"(Linnaeus, 1758)",accepted,Species,Moon Jellyfish,,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,aurita,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-5A2-0007,Aurelia aurita,urn:lsid:marinespecies.org:taxname:135306,"(Linnaeus, 1758)",accepted,Species,Moon Jellyfish,,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,aurita,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-5A2-0008,Aurelia aurita,urn:lsid:marinespecies.org:taxname:135306,"(Linnaeus, 1758)",accepted,Species,Moon Jellyfish,,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,aurita,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-5A2-0009,Aurelia aurita,urn:lsid:marinespecies.org:taxname:135306,"(Linnaeus, 1758)",accepted,Species,Moon Jellyfish,,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,aurita,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-5A2-0010,Aurelia aurita,urn:lsid:marinespecies.org:taxname:135306,"(Linnaeus, 1758)",accepted,Species,Moon Jellyfish,,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,aurita,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-5A2-0011,Aurelia aurita,urn:lsid:marinespecies.org:taxname:135306,"(Linnaeus, 1758)",accepted,Species,Moon Jellyfish,,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,aurita,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-5A2-0012,Aurelia aurita,urn:lsid:marinespecies.org:taxname:135306,"(Linnaeus, 1758)",accepted,Species,Moon Jellyfish,,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,aurita,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-5A2-0013,Aurelia aurita,urn:lsid:marinespecies.org:taxname:135306,"(Linnaeus, 1758)",accepted,Species,Moon Jellyfish,,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,aurita,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-5A2-0014,Aurelia aurita,urn:lsid:marinespecies.org:taxname:135306,"(Linnaeus, 1758)",accepted,Species,Moon Jellyfish,,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,aurita,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-5A7,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,"Brandt, 1835",accepted,Species,Fried Egg Jellyfish,3,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,camtschatica,2022-02-27,Tyler Zubkowski,HumanObservation,present,
IYS2022-002-045,IYS2022-002-045-5A7-0001,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,"Brandt, 1835",accepted,Species,Fried Egg Jellyfish,,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,camtschatica,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-5A7-0002,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,"Brandt, 1835",accepted,Species,Fried Egg Jellyfish,,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,camtschatica,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-5A7-0003,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,"Brandt, 1835",accepted,Species,Fried Egg Jellyfish,,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,camtschatica,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,153,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,2022-02-27,Tyler Zubkowski,HumanObservation,present,
IYS2022-002-045,IYS2022-002-045-95C-0101,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0102,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0103,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0104,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0105,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0106,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0107,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0108,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0109,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0110,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0111,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0112,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0113,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0114,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0115,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0116,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0117,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0118,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0119,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0120,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0121,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0122,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0123,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0124,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0125,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0126,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0127,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0128,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0129,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0130,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0131,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0132,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0133,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0134,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0135,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0136,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0137,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0138,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0139,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0140,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0141,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0142,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0143,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0144,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0145,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0146,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0147,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0148,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0149,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0150,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0151,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0152,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0153,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0154,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0155,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0156,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0157,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0158,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0159,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0160,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0161,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0162,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0163,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0164,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0165,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0166,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
IYS2022-002-045,IYS2022-002-045-95C-0167,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,,,HumanObservation,present,"NA"
